Участок-3;517;02.03.2021 0:26;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:27;0;1;3;;0:01:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:27;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:27;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:27;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:27;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:33;1;1;3;0:06:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:36;0;1;3;;0:03:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:44;1;1;3;0:08:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:44;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:52;1;1;3;0:08:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:52;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:59;1;1;3;0:07:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:59;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:59;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 0:59;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 1:00;1;1;3;0:01:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 1:00;0;1;3;;0:00:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 1:24;1;1;3;0:24:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 1:49;0;1;3;;0:25:00;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 1:49;1;1;3;0:00:00;;;;;;;;;;;;;;;;;;
Участок-3;517;02.03.2021 1:52;0;1;3;;0:03:00;;;;;;;;;;;;;;;;;
